20240729-12:32:51 Train Epoch: 70/90 ...
20240729-12:34:21 training: 1152 / 5000
20240729-12:34:21 training: 1280 / 5000
20240729-12:34:21 training: 1408 / 5000
20240729-12:34:21 training: 1536 / 5000
20240729-12:34:21 training: 1664 / 5000
20240729-12:34:21 training: 1792 / 5000
20240729-12:34:21 training: 1920 / 5000
20240729-12:34:21 training: 2048 / 5000
20240729-12:34:21 training: 2176 / 5000
20240729-12:34:21 training: 2304 / 5000
20240729-12:34:21 training: 2432 / 5000
20240729-12:34:22 training: 2560 / 5000
20240729-12:34:22 training: 2688 / 5000
20240729-12:34:22 training: 2816 / 5000
20240729-12:34:22 training: 2944 / 5000
20240729-12:34:22 training: 3072 / 5000
20240729-12:34:22 training: 3200 / 5000
20240729-12:34:22 training: 3328 / 5000
20240729-12:34:22 training: 3456 / 5000
20240729-12:34:22 training: 3584 / 5000
20240729-12:34:22 training: 3712 / 5000
20240729-12:34:22 training: 3840 / 5000
20240729-12:34:22 training: 3968 / 5000
20240729-12:34:22 training: 4096 / 5000
20240729-12:34:22 training: 4224 / 5000
20240729-12:34:22 training: 4352 / 5000
20240729-12:34:22 training: 4480 / 5000
20240729-12:34:22 training: 4608 / 5000
20240729-12:34:22 training: 4736 / 5000
20240729-12:34:22 training: 4864 / 5000
20240729-12:34:22 training: 4992 / 5000
20240729-12:34:22 training: 5000 / 5000
20240729-12:34:22     total_loss: 1.1107 time: 0m 2s
20240729-12:34:22 Test Epoch: 85 ...
20240729-12:34:41     ave: 98.0667
20240729-12:34:41 Saving checkpoint: 85
20240729-12:34:42 Train Epoch: 86/90 ...
20240729-12:34:42 training: 128 / 5000
20240729-12:34:42 training: 256 / 5000
20240729-12:34:42 training: 384 / 5000
20240729-12:34:42 training: 512 / 5000
20240729-12:34:42 training: 640 / 5000
20240729-12:34:42 training: 768 / 5000
20240729-12:34:42 training: 896 / 5000
20240729-12:34:42 training: 1024 / 5000
20240729-12:34:42 training: 1152 / 5000
20240729-12:34:42 training: 1280 / 5000
20240729-12:34:42 training: 1408 / 5000
20240729-12:34:43 training: 1536 / 5000
20240729-12:34:43 training: 1664 / 5000
20240729-12:34:43 training: 1792 / 5000
20240729-12:34:43 training: 1920 / 5000
20240729-12:34:43 training: 2048 / 5000
20240729-12:34:43 training: 2176 / 5000
20240729-12:34:43 training: 2304 / 5000
20240729-12:34:43 training: 2432 / 5000
20240729-12:34:43 training: 2560 / 5000
20240729-12:34:43 training: 2688 / 5000
20240729-12:34:43 training: 2816 / 5000
20240729-12:34:43 training: 2944 / 5000
20240729-12:34:43 training: 3072 / 5000
20240729-12:34:43 training: 3200 / 5000
20240729-12:34:43 training: 3328 / 5000
20240729-12:34:43 training: 3456 / 5000
20240729-12:34:43 training: 3584 / 5000
20240729-12:34:43 training: 3712 / 5000
20240729-12:34:43 training: 3840 / 5000
20240729-12:34:43 training: 3968 / 5000
20240729-12:34:43 training: 4096 / 5000
20240729-12:34:43 training: 4224 / 5000
20240729-12:34:43 training: 4352 / 5000
20240729-12:34:43 training: 4480 / 5000
20240729-12:34:43 training: 4608 / 5000
20240729-12:34:43 training: 4736 / 5000
20240729-12:34:43 training: 4864 / 5000
20240729-12:34:44 training: 4992 / 5000
20240729-12:34:44 training: 5000 / 5000
20240729-12:34:44     total_loss: 0.9055 time: 0m 2s
20240729-12:34:44 Saving checkpoint: 86
20240729-12:34:44 Train Epoch: 87/90 ...
20240729-12:34:44 training: 128 / 5000
20240729-12:34:44 training: 256 / 5000
20240729-12:34:44 training: 384 / 5000
20240729-12:34:44 training: 512 / 5000
20240729-12:34:44 training: 640 / 5000
20240729-12:34:44 training: 768 / 5000
20240729-12:34:44 training: 896 / 5000
20240729-12:34:44 training: 1024 / 5000
20240729-12:34:44 training: 1152 / 5000
20240729-12:34:45 training: 1280 / 5000
20240729-12:34:45 training: 1408 / 5000
20240729-12:34:45 training: 1536 / 5000
20240729-12:34:45 training: 1664 / 5000
20240729-12:34:45 training: 1792 / 5000
20240729-12:34:45 training: 1920 / 5000
20240729-12:34:45 training: 2048 / 5000
20240729-12:34:45 training: 2176 / 5000
20240729-12:34:45 training: 2304 / 5000
20240729-12:34:45 training: 2432 / 5000
20240729-12:34:45 training: 2560 / 5000
20240729-12:34:45 training: 2688 / 5000
20240729-12:34:45 training: 2816 / 5000
20240729-12:34:45 training: 2944 / 5000
20240729-12:34:45 training: 3072 / 5000
20240729-12:34:45 training: 3200 / 5000
20240729-12:34:45 training: 3328 / 5000
20240729-12:34:45 training: 3456 / 5000
20240729-12:34:45 training: 3584 / 5000
20240729-12:34:45 training: 3712 / 5000
20240729-12:34:45 training: 3840 / 5000
20240729-12:34:45 training: 3968 / 5000
20240729-12:34:45 training: 4096 / 5000
20240729-12:34:45 training: 4224 / 5000
20240729-12:34:45 training: 4352 / 5000
20240729-12:34:45 training: 4480 / 5000
20240729-12:34:46 training: 4608 / 5000
20240729-12:34:46 training: 4736 / 5000
20240729-12:34:46 training: 4864 / 5000
20240729-12:34:46 training: 4992 / 5000
20240729-12:34:46 training: 5000 / 5000
20240729-12:34:46     total_loss: 0.7674 time: 0m 2s
20240729-12:34:46 Saving checkpoint: 87
20240729-12:34:46 Train Epoch: 88/90 ...
20240729-12:34:46 training: 128 / 5000
20240729-12:34:46 training: 256 / 5000
20240729-12:34:46 training: 384 / 5000
20240729-12:34:46 training: 512 / 5000
20240729-12:34:46 training: 640 / 5000
20240729-12:34:46 training: 768 / 5000
20240729-12:34:47 training: 896 / 5000
20240729-12:34:47 training: 1024 / 5000
20240729-12:34:47 training: 1152 / 5000
20240729-12:34:47 training: 1280 / 5000
20240729-12:34:47 training: 1408 / 5000
20240729-12:34:47 training: 1536 / 5000
20240729-12:34:47 training: 1664 / 5000
20240729-12:34:47 training: 1792 / 5000
20240729-12:34:47 training: 1920 / 5000
20240729-12:34:47 training: 2048 / 5000
20240729-12:34:47 training: 2176 / 5000
20240729-12:34:47 training: 2304 / 5000
20240729-12:34:47 training: 2432 / 5000
20240729-12:34:47 training: 2560 / 5000
20240729-12:34:47 training: 2688 / 5000
20240729-12:34:47 training: 2816 / 5000
20240729-12:34:47 training: 2944 / 5000
20240729-12:34:47 training: 3072 / 5000
20240729-12:34:47 training: 3200 / 5000
20240729-12:34:47 training: 3328 / 5000
20240729-12:34:47 training: 3456 / 5000
20240729-12:34:47 training: 3584 / 5000
20240729-12:34:47 training: 3712 / 5000
20240729-12:34:47 training: 3840 / 5000
20240729-12:34:47 training: 3968 / 5000
20240729-12:34:47 training: 4096 / 5000
20240729-12:34:48 training: 4224 / 5000
20240729-12:34:48 training: 4352 / 5000
20240729-12:34:48 training: 4480 / 5000
20240729-12:34:48 training: 4608 / 5000
20240729-12:34:48 training: 4736 / 5000
20240729-12:34:48 training: 4864 / 5000
20240729-12:34:48 training: 4992 / 5000
20240729-12:34:48 training: 5000 / 5000
20240729-12:34:48     total_loss: 0.6552 time: 0m 2s
20240729-12:34:48 Saving checkpoint: 88
20240729-12:34:48 Train Epoch: 89/90 ...
20240729-12:34:48 training: 128 / 5000
20240729-12:34:48 training: 256 / 5000
20240729-12:34:48 training: 384 / 5000
20240729-12:34:49 training: 512 / 5000
20240729-12:34:49 training: 640 / 5000
20240729-12:34:49 training: 768 / 5000
20240729-12:34:49 training: 896 / 5000
20240729-12:34:49 training: 1024 / 5000
20240729-12:34:49 training: 1152 / 5000
20240729-12:34:49 training: 1280 / 5000
20240729-12:34:49 training: 1408 / 5000
20240729-12:34:49 training: 1536 / 5000
20240729-12:34:49 training: 1664 / 5000
20240729-12:34:49 training: 1792 / 5000
20240729-12:34:49 training: 1920 / 5000
20240729-12:34:49 training: 2048 / 5000
20240729-12:34:49 training: 2176 / 5000
20240729-12:34:49 training: 2304 / 5000
20240729-12:34:49 training: 2432 / 5000
20240729-12:34:49 training: 2560 / 5000
20240729-12:34:49 training: 2688 / 5000
20240729-12:34:49 training: 2816 / 5000
20240729-12:34:49 training: 2944 / 5000
20240729-12:34:49 training: 3072 / 5000
20240729-12:34:49 training: 3200 / 5000
20240729-12:34:49 training: 3328 / 5000
20240729-12:34:49 training: 3456 / 5000
20240729-12:34:49 training: 3584 / 5000
20240729-12:34:49 training: 3712 / 5000
20240729-12:34:49 training: 3840 / 5000
20240729-12:34:50 training: 3968 / 5000
20240729-12:34:50 training: 4096 / 5000
20240729-12:34:50 training: 4224 / 5000
20240729-12:34:50 training: 4352 / 5000
20240729-12:34:50 training: 4480 / 5000
20240729-12:34:50 training: 4608 / 5000
20240729-12:34:50 training: 4736 / 5000
20240729-12:34:50 training: 4864 / 5000
20240729-12:34:50 training: 4992 / 5000
20240729-12:34:50 training: 5000 / 5000
20240729-12:34:50     total_loss: 0.5701 time: 0m 2s
20240729-12:34:50 Saving checkpoint: 89
20240729-12:34:50 Train Epoch: 90/90 ...
20240729-12:34:50 training: 128 / 5000
20240729-12:34:51 training: 256 / 5000
20240729-12:34:51 training: 384 / 5000
20240729-12:34:51 training: 512 / 5000
20240729-12:34:51 training: 640 / 5000
20240729-12:34:51 training: 768 / 5000
20240729-12:34:51 training: 896 / 5000
20240729-12:34:51 training: 1024 / 5000
20240729-12:34:51 training: 1152 / 5000
20240729-12:34:51 training: 1280 / 5000
20240729-12:34:51 training: 1408 / 5000
20240729-12:34:51 training: 1536 / 5000
20240729-12:34:51 training: 1664 / 5000
20240729-12:34:51 training: 1792 / 5000
20240729-12:34:51 training: 1920 / 5000
20240729-12:34:51 training: 2048 / 5000
20240729-12:34:51 training: 2176 / 5000
20240729-12:34:51 training: 2304 / 5000
20240729-12:34:51 training: 2432 / 5000
20240729-12:34:51 training: 2560 / 5000
20240729-12:34:51 training: 2688 / 5000
20240729-12:34:51 training: 2816 / 5000
20240729-12:34:51 training: 2944 / 5000
20240729-12:34:51 training: 3072 / 5000
20240729-12:34:51 training: 3200 / 5000
20240729-12:34:51 training: 3328 / 5000
20240729-12:34:51 training: 3456 / 5000
20240729-12:34:52 training: 3584 / 5000
20240729-12:34:52 training: 3712 / 5000
20240729-12:34:52 training: 3840 / 5000
20240729-12:34:52 training: 3968 / 5000
20240729-12:34:52 training: 4096 / 5000
20240729-12:34:52 training: 4224 / 5000
20240729-12:34:52 training: 4352 / 5000
20240729-12:34:52 training: 4480 / 5000
20240729-12:34:52 training: 4608 / 5000
20240729-12:34:52 training: 4736 / 5000
20240729-12:34:52 training: 4864 / 5000
20240729-12:34:52 training: 4992 / 5000
20240729-12:34:52 training: 5000 / 5000
20240729-12:34:52     total_loss: 0.5040 time: 0m 2s
20240729-12:34:52 Test Epoch: 90 ...
20240729-12:35:11     ave: 98.0833
20240729-12:35:11 Saving checkpoint: 90
