20240728-22:59:03 Train Epoch: 70/75 ...
20240729-00:38:41 training: 63488 / 105000
20240729-00:38:49 training: 63744 / 105000
20240729-00:38:57 training: 64000 / 105000
20240729-00:39:05 training: 64256 / 105000
20240729-00:39:13 training: 64512 / 105000
20240729-00:39:21 training: 64768 / 105000
20240729-00:39:30 training: 65024 / 105000
20240729-00:39:39 training: 65280 / 105000
20240729-00:39:48 training: 65536 / 105000
20240729-00:39:56 training: 65792 / 105000
20240729-00:40:05 training: 66048 / 105000
20240729-00:40:13 training: 66304 / 105000
20240729-00:40:21 training: 66560 / 105000
20240729-00:40:29 training: 66816 / 105000
20240729-00:40:37 training: 67072 / 105000
20240729-00:40:45 training: 67328 / 105000
20240729-00:40:53 training: 67584 / 105000
20240729-00:41:01 training: 67840 / 105000
20240729-00:41:10 training: 68096 / 105000
20240729-00:41:18 training: 68352 / 105000
20240729-00:41:26 training: 68608 / 105000
20240729-00:41:35 training: 68864 / 105000
20240729-00:41:43 training: 69120 / 105000
20240729-00:41:51 training: 69376 / 105000
20240729-00:42:00 training: 69632 / 105000
20240729-00:42:08 training: 69888 / 105000
20240729-00:42:17 training: 70144 / 105000
20240729-00:42:25 training: 70400 / 105000
20240729-00:42:34 training: 70656 / 105000
20240729-00:42:43 training: 70912 / 105000
20240729-00:42:51 training: 71168 / 105000
20240729-00:42:59 training: 71424 / 105000
20240729-00:43:08 training: 71680 / 105000
20240729-00:43:16 training: 71936 / 105000
20240729-00:43:25 training: 72192 / 105000
20240729-00:43:32 training: 72448 / 105000
20240729-00:43:40 training: 72704 / 105000
20240729-00:43:48 training: 72960 / 105000
